star_rating,review_body,vine,helpful_votes
3,WOW am I ever surprised! The product descriptions states &#34;Spacious 2.0 cu. ft. interior Accommodates a wide range of meal and snack items&#34; this spacious interior is in reality 1.4 cubic feet!!!. LG's claim of 2 cubic feet include all of the little indentations on the sides and bottom So perhaps this unit has a 2 cubic feet capacity .. if you laid it on it's back drilled a hole in the door and poured in 2 cubic feet of liquid! Well so much for honesty in advertising ... I'll write another review when i actually start using my small microwave but for now I feel duped.,N,11
5,Quality Merchandise..  Great value.,N,1
4,"Works great, looks good but sticks out from cabinets. I had it installed and they had no problems what so ever.",N,0
5,Had it installed for a few weeks now and works fine. It's a microwave. You plug it in. Fan speeds are great. First time ordering an appliance online and so far very happy.,N,1
1,"I know you get what you pay for, in most cases, but in this case, I don't feel I did. I expected it to take longer to heat than my old 1000 watt, but it takes at least twice as long. The turn table rattles, and because of it's light weight, you have to hold it with your left hand while pushing the button to open the door with your right, otherwise you will push it across the counter. Very displeased.",N,1
5,perfect for my application,N,0
4,"This replaced a 12 year old identical model that finally quit. While I considered a more recent model, the convenience of installing a microwave with the exact same dimensions and mounting hardware is hard to beat. There are a lot of buttons that I will probably never use.",N,6
4,"Works exactly as advertised in my GE Profile microwave. Color match is darned near exact. I prepped with a wire brush on a drill to get as much loose paint off as possible. Then sprayed in many coats to get coverage. I removed 1 star simply because the paint is very difficult to apply without drips—could just as easily remove a star from the painter (me). The paint leaves a slight texture or roughness that was not present with the original paint which was quite smooth. Nonetheless, I will trade this look anytime for the flaking paint of the GE oven. Cleans nicely, and has held up without blemish since my purchase and application about 6 weeks ago.<br /><br />1 can will likely cover about ½ of a microwave interior adequately. Since my oven was flaking, I needed about this much coverage or slightly less. If I had stripped the entire interior, I would have been short.",N,1
5,I've had this a relatively short time so my review is subject to update. the controls require a little reading to understand but other than that this is like something from the kitchen of the future. The automatic pop out / pop in is smooth and quiet. The power is sufficient to get the job done quickly and the microwaves are dispersed so there are no hot spots.,N,1
5,"Solved the problem, Easy to remove and install, just like the video shows.",N,0
5,Great item. Works well.,N,1
3,Really tiny.  Not very powerful.  Both of those were to be expected.,N,0
3,First I want to say I have no issue with the microwave.  It is a great little machine.  The turntable is nice and not usual for small and low powered microwave.  My issue is with the price though.  It is not worth over $50; even that would be too high.  It is almost more worth it to find a cheaper one directly from Wal'mart etc.,N,0
1,"Lasted 1 1/2 years.  Flimsy cardboard inlet cover on the left side of microwave, naturally absorbed some food during use.  Now, this cardboard has somewhat deteriorated, the machine is simply a very large fire hazard.  Catches fire immediately.  Not safe, terrible design.",N,6
3,"Very basic, works fine, a little noisier than I like (both mechanically and the door) and is a great price for what you are getting. For instance, the microwave I am replacing cost about $800. I wouldn't say the same negatives on that one... but it cost 8X as much. This one is a good deal if you aren't looking for top-of-the-line.",N,1
1,"I bought it, I got it, I tried it, I returned it. 'Nuff said! Seriously, it doesn't appear to be a lasting product.",N,0
5,Great Product- Fast Shipment,N,0
2,"This is NOT a one touch simple to use microwave as advertised. I bought it because many reviewers stated that the start/stop button was also an &#34;add 30 seconds&#34; button. IT IS NOT. Even the picture buttons are not easy. First you have to push one of them, then the number of them you are cooking and then the start button. That is 3-touch, not 1! I bought this for my parents in their nineties. No way they can use this. It's going back. P.S. The inside is stainless steel and would be easy to clean.",N,1
5,great suction not noisy,N,2
5,Worked as advertised. Like the other reviews preparation is the key. First I cleaned the microwave thoroughly.  Next I taped off all the areas I did not want painted. I took the microwave outside and placed on a bench. I sanded down all the loose paint and rust with a sanding stone.  I sprayed several thin layers of paint waiting about 15 minutes between coats to let dry. I probably sprayed 20 coats. You could smell the new paint for a couple of days. It has been a couple of months and there has been no chipping.  Good product.,N,0
5,Great microwave. It is much more expensive than the typical small microwave but is worth it for something of better quality and at least some elegance of design. Controls are simple and light to the touch. I don't miss having a numeric keypad.,N,0
3,"Doesn't clean well, and retains odor...but it heats very well!  Vapors accumulate on all interior surfaces (door panel, interior housing).  This may account for the retention of odor.  Worth a try as microwaves go for general, light to medium use.",N,0
4,"I bought Danby Designer 1.1 cu.ft microwave to replace my aging and faulty Sharp Carousal which served well for 7 years. On comparing against my Sharp unit I found this few pounds lighter. But the marked difference which was noticed is the noise level. While Sharp was really a rowdy teenager this guy is really a silent one. When measured with smartphone sound meter app, the operational level was about 65dB ( which is like normal conversational level). I payed $40 premium for the stainless steel model which was purely for aesthetic reason - my previous microwave was plastic and I did not have any 'material' issue. As for functions, besides the common controls like popcorn,pizza,beverage etc there were a few other controls which I find useful. There is a power level button which lets you step down from full power level to say 50% level. There is also a kitchen timer control which works independently of the cooking control - $5 timer will do that function but having it there help reduce kitchen clutter. There is a two step cooking, which essentially step down the power for the second round - yet to try this feature.<br />Instead of the push button door release a door handle would have made it look more industrial. The wheeled base where the tray rest and the spoke on which tray slots fits looks a bit fragile, probably because of the lack of finish on the molds.<br />Overall this is a very elegant and industrial looking microwave and so far a great addition to my counter top.",N,2
1,"Do not buy this.  You would get better value by throwing money out into the street.  Mine lasted three weeks, and then became entirely useless.  If you buy one of these and pay for it, you will end up with no money and no microwave.",N,0
4,Not english .. I cannot read...,N,0
5,great space saver.,N,1
5,"We needed a new microwave and after reading the reviews bought this one. Great microwave! Easy to use. Fits in the corner perfectly! Great for thawing, reheating and light cooking.  Really saves space. Makes great popcorn too!",N,2
5,"Color matched great, easy repair.",N,0
4,"We've had the microwave for only a few months.  The door design is similar to our last microwave that lasted only two years.  We chose this brand because they seem to make a superior product.  So far it heats well, it's easy to clean and has had no problems.",N,3
1,"The handle is attached to the door by two weak screws that bear up against a nonmetallic surface on the door. For my unit, the lower attachment door surface broke within six months and the handle pulled away from the door.<br />I am having a service call take care of it but it looks like a design flaw. Even if I get a replacement door, I expect it will break again in six months. Avoid this model design.<br />Updated Dec 2016: Yes the replacement door also is showing the same problem.<br />Worse: The magnetron failed as soon as the one year warranty was up. Would not heat food. We had a service call and replaced it.<br />It has failed again in 9 months. LG wants more for a service call than the new microwave cost.<br />I would avoid LG microwaves completely. I still have a countertop Panasonic microwave working perfectly after 15 years - unfortunately LG does not know microwaves :)",N,60
2,"Perhaps I just got a bum microwave, but everything comes out hot on the outside and cold in the middle. And there's no sensor cook like the Panasonic microwaves, so choosing the &#34;frozen vegetable&#34; settings cooks the vegetables for 3.5 minutes at 60%, which is less than a third what it actually needs. I got this to replace a faulty Panasonic (since Panasonic customer service was TERRIBLE), but I'm going back to Panasonic.",N,3
5,Great microwave for my home.,N,0
5,Works perfectly,N,0
2,Kind of weak and weird. It is from France and i worry it may wig out because it flashes.,N,0
4,Saved me the purchase of a new microwave!  Can't argue with that!,N,0
5,Great piece of cooking equipment. All as dedscribed.,N,0
5,"This thing is awesome. It looks just like a TV which cracks me up. It's a bit smaller than most microwaves in terms of counter-space, but also a bit taller. It has no number pad for entering a specific cook time; instead you just hit the start button multiple times to add 30 seconds. It is powerful and simple. No complaints.",N,2
2,"It's noisy. You can end up pushing it off the table before the door release works. I have to use two hands to open the door, one to hold it from moving while I push the door release with the other. The plastic printed button cover is already starting to show signs of ware after only a few weeks of use. The buttons are hard to locate the center of and actually operate. It doe's a great job on popcorn though.",N,2
5,Excellent product and service,N,0
3,It works fine but can get pretty hot.,N,0
1,"Microwave looked nice, but did not heat. It seemed like a fan was only blowing cold air. Amazon has great return policy, however, and it made the unfortunate buy easily reversed.",N,1
3,Not really a good product. Sometimes turns off itself.,N,0
4,Love the compact size. Hate the fact that the turntable keeps slipping off the base. You have to readjust it every single time you use it.,N,1
4,No problems - as yet.,N,1
5,"A good, small, functional, no-frills oven.",N,1
4,"I have had this Microwave for about a month.  I'm still learning how to use all it's features.  I own two microwaves, and this is my secondary one.  It is very quiet when it is cooking.  The one negative I have noted so far, is that when an item is done cooking, it beeps three times, but if you don't open the door or hit stop, it will beep about once every minute.",N,0
5,"We decided to put up a chimney exhaust in our new kitchen, so a bulky, over the range microwave was out. Plus, we never use it to &#34;cook&#34; from scratch. Why have such a giant wasting space? My dear, handy, wood worker husband built our new cabinets, so it was no problem to create a perfect space under the counter for a new smaller microwave. Love the drop down door. Plus the features are incredible: SlimFry, convection, and grill!! Note: The Samsung is not meant for under the counter, however we were able to provide plenty of air circulation, so it has not been a problem,",N,1
5,"Love this little microwave.  We recently sold our home and have had to live temporarily in a small one bedroom with very little counter space.  I found this one and based on reviews, decided to buy it and I am not disappointed.  Works better than any microwave I have ever owned before!  Very pleased with my purchase!",N,1
5,"I've had this microwave for a couple of months and I have no problems with it, it is working very well.",N,1
5,Great for the money,N,0
4,"I love this microwave so much! Aesthetically, it's the coolest kitchen appliance I own. It's also pretty powerful. That said, it's kinda small inside and square plates, 16 oz coffee cups, and popcorn bags can pose difficulties (e.g., when the popcorn bag starts to fill up, the tray stops turning). I still wouldn't trade it in!",N,1
5,After several months of use I'm happy to report it's still running strong. It heats food evenly with cold areas and is large enough to fit just about everything I cook. The sleek design and color also look nice in my kitchen.,N,0
5,Great Unit!! We use it in our Semi and it works wonderfully well. Great size and shape for a compact area. I would definately recommend this unit .,N,0
5,"Easy install, no video or instructions required. If you can get out to see where it is, you can get to it and install it. Unit is running fine with no issues.",N,0
5,"I love this microwave. Small is what I needed but, wow what great extra features and it is beautiful. I am beyond happy! Yes it is small but, that is what I needed and what I am used to. I can't get my largest dinner plate in but, I can get my smaller ones in. I love how the back is rounded. I had a Sharp Half Pint that finally died after 24 yrs. This has way more features than the Sharp. I have very little counter space so, thank goodness I found this. Yes, it is pricey but, well worth the money to me. UPDATE &#62;&#62;&#62;I  purchased it 12/20/14 and it died April 3rd/2015. Whirlpool has been  very nice and will be sending a replacement.",N,3
1,stopped working after 3 months.  total junk.,N,1
3,"Since we only use a microwave to heat or reheat food, I decided to forgo all the bells and whistles when our last one stopped working. This one was the lowest priced one that met the color, size and wattage I wanted.<br />Pros: Heats food as expected.<br />Cons: Noisy<br />While the microwave works fine for it's intended purpose, it's extremely noisy compared to our previous microwaves and occasionally makes an odd rumbling sound which may be from it not sitting level since one leg is shorter than the others. I attempted to adjust the leg without success so tucked a piece of folded cardboard under it to keep the microwave somewhat level. Also at first the door was extremely difficult to push open, but that has gotten better with use.",N,1
2,"This microwave OVERHEATS if popping more than two or three bags of popcorn!  Once it overheats, it automatically switches to the lowest power mode available, thus making it take forever to heat anything. You have to let it rest for 20 minutes or so to cool down.<br /><br />The microwave works well if you don't use it too much at once.  But for more intensive use, buy something more powerful!!",N,1
1,This item dod not work from the second i opened the nox,N,0
3,"It works fine, but we hate the push to open button.  We end up pushing the whole microwave away....(you need to use your other hand to hold the microwave in place).",N,0
4,"The Grill doesn't toast as well as a dedicated toaster oven, but the Microwave is fast and easy to use.  The fast preheat and the convection oven cook accurately and are perfect for smaller households.  I haven't used the air fry yet.",N,3
5,"Super cute. Works great. Because it's compact, some bowls and plates fit a little snug and the rotating plate has no off. Otherwise, it's fantastic.",N,0
1,[[VIDEOID:567df035967d824cead7d2509901668b]] The unit went out after the initial warranty had expired. The unit was listed as having a 10 year warranty on the Magnetron. The Magnetron (the main engine of the microwave). I jumped thru hopes for weeks (including taking videos of the product shooting flaming sparks) with Samsung warranty service only to be told that they do not have a service agreement near Arkansas. Another week passed and I spoke with them one the phone and they we finally agreed on a partial refund and they sent me an email confirming the amount.<br /> I said fine and went and bought another microwave. They never sent the refund and I called a week later and they said that I had to provide them parts from the original microwave???.......easily done if they had told me this before.!!  They never said a word about it either on the phone or email.<br />This unit should last longer than it did. I feel stupid that I have bought a kitchen full of Samsung appliances. Now if/when these break I will have to deal with the same deceptive people and lack of support again.....Steer clear !!,N,6
5,Fantastic product. Made microwave look brand new again.  Has a strong odor for the first day.  Dries quick and looks great.,N,0
1,Came with a huge dent in the side.,N,1
5,"I love this microwave. I needed something that could go in my new kitchen island and I did not want to spend a fortune for something that had mediocre ratings. This microwave has had mixed reviews but it is working great for our household. I would say the only somewhat negative is that the door is slightly slow to open, compared to a regular microwave door that opens manually. Overall, I am very pleased with this purchase.",N,3
5,"heats great, gets very hot ..",N,0
5,Nice size for an apartment :),N,0
4,Gift for sister - she's happy with it.,N,0
5,Works great no issues,N,0
3,It is small but works well. I liked it,N,0
1,"I purchased this microwave in February, 2014. It was  perfect size but stopped working within three months.  After contact with Whirlpool via phone and email, I was told by the Whirlpool Product Review Board to dispose of it in accordance with law because there was no dealer where I lived to return it to.  I took it to my local metals' disposal site and provided proof of compliance to Whirlpool.  The Whirlpool Product Review Board then promised repeatedly over a three-month period that a check would be sent for the purchase price.  They apologized for the delay, at one time emailing to me that my Buy Back Check order was stuck in the system.  Then, after three months of promises, Whirlpool stopped all communication with me. More than two more months have passed since then and I still haven't received my Buy-Back check. I don't expect to get one.  Do not buy this product.  You can see from several of the reviews that you risk buying a lemon.  In my case, I lost $152.78 and spent many, many hours, time and money doing exactly what Whirlpool told me to do to collect on the warranty.  Whirlpool apparently does not honor it's warranties, at least not for this product.<br /><br />P.S. 10 days after this review was posted, Whirlpool issued a refund check.",N,27
4,"A little loud, but is a great fit for our family of 7.",N,2
5,Perfect for apartments,N,0
4,"Direct replacement in my RV for the original that lasted over 15 years.  I hope I get that same life out of this one.  All of the previous reviews were spot on, in the fact that the new one is very hard to get the two mounting bolts to start (took about 40 minutes) and the new models fan and motor are far louder than the old one was.  But the unit works great in all categories.",N,2
5,Very pleased.  We put the unit inside a cabinet with a sliding shelf.  One less thing exposed in the kitchen.,N,0
3,Door hard to open and microwave has shut off a couple of times and it's only 6 mos old! Waiting to see if this happens again!,N,0
5,The 3rd one in almost 15 yrs.  A good reliable model.,N,0
5,"what can you say about a microwave ?? It does the job looks nice , I am happy with it and the big plus it was delivered right to my door . No hunting around , carrying it in and out of auto .",N,1
5,Seems to be good quality,N,0
3,"Paint itself seems to work well -- depending upon WHERE you paint.  If your microwave is like mine, with a turntable, the (factory) paint wore off in the path of the little wheels that turn the glass table.  (NOTE: My oven is at least 10 years old.)  I read the paint can's directions thoroughly, scraping off all the old, loose paint and rust.  The paint says use it in a well-ventilated area; I suggest you wait for a nice, low-humidity day and use the paint outdoors.  (It smells quite bad.)  Make sure you allow the paint to dry thoroughly before bringing it indoors; I also waited 24 hours before re-installing the turntable and using the microwave.<br /><br />Results:  Within 2 months, the paint had been worn off by the turntable wheels, and I'm back where I started before painting.  So -- I guess if you're repainting someplace that will NOT get any wear, this paint will work fine.  Under turntable wheels, not so much.<br /><br />PREVENTION ADVICE:  Make sure your microwave oven is clean and DRY after each use.  Some foods, such as potatoes, generate a lot of steam/moisture in the oven -- which drained UNDER the turntable.  I didn't always notice the moisture, and that's what caused the rusting in the first place.",N,5
5,Replaced in Sharp Microwave; took about 30 minutes; now turntable works again.,N,0
5,awesome replacement. great quality with bells and whistles,N,1
5,Put in my older 2001 GE spacemaker microwave oven. Works perfect and same replacement number.,N,0
5,Love the size and design!  I have had it for over 6 months and still working well with no issues.,N,1
5,Love my little microwave oven!,N,0
3,Good solution for a tight kitchen. Slightly underpowered but works well.,N,1
5,"Great range and matched my whirlpool stove perfectly.  There was a little dent on the side, but it was not visible once it was installed.  great<br />Buy and if needed in the future, I would purchase this item again.  Works fabulously and is very nice and easy to use.",N,0
5,"After two brand-new microwaves which became prematurely aged, paint peeling, dysfunctional I decided this must be a game that I had not grokked. When we looked for a microwave we did not look on the basis of price, being believers, you get what you pay for. This machine, and it is a machine made by man work flawslessly, and has a baked enamel, one piece interior which looks like it will outlast all the microwaves in my future. I will watch and report..two months and counting...",N,7
5,this is a very nice microwave.. very easy to use with a great size to accommodate just about any item you need to prepare. Works fast and I would highly recommend it,N,0
4,"It's a great microwave, easy to clean.",N,0
5,Small and simple to use. very well made.,N,0
5,"Although the add listed the unit as &#34;used&#34; it was in fact brand new and I am thrilled to my socks!!!!! It is installed in our Motorhome and works like a charm! Thank you,thank you,Thank you!",N,2
2,"I liked the microwave, but it was damaged when I received it so I sent it back.",N,1
5,Sounds quietly after turning on for one second. It heats well too.,N,0
5,Microwave works well and there have been no problems.,N,0
4,Works very well. Happy with the purchase!,N,0
5,Perfect for what I needed! I love this microwave.,N,0
5,"Exactly what we were looking for. It has been working great for several months now. It was perfect for our very limited space, a microwave box suspended below the cabinet and off the counter. It is quite a nice stainless steel look, complementing other appliances and black granite.",N,1
5,This is a great microwave!,N,0
4,"This little microwave is almost perfect.  I'm having a kitchen remodel and didn't want to build in a microwave, which--let's face it--is mostly a giant water boiling machine.  I got this little one to use during my remodel and I plan to use it once my kitchen's remodeled, too.  The time goes up in increments of 30 seconds, 1 minute, 1:30, 2 minutes, etc.  I wondered if that would work for me, but it's just fine.  I also found out, however, that the power goes up in increments 25, 50, 75, 100. Sometimes, I use my microwave to &#34;soften&#34; butter and I need the lower power of 10.  If the microwave offered increments of 10, 20, 30, etc., it would be perfect.  Because it doesn't, I may have to take this one to work and get myself a different microwave for home.",N,2
5,"Shipping was fast and the packing was supreme. Easy to install, we are doing a remodel and I had my points to use. So happy I used them on this microwave. My other appliance are whirlpool and it looks great with everything.",N,0
5,Perfect size for my small kitchen.  Very attractive.  Easy to operate and performs well.,N,1
5,This Sharp drawer microwave is amazing!  It has buttons to both open and close the drawer for you.  We love the easy &#34;top loading&#34; system.  Plus..........it looks great!  We highly recommend this item.,N,1
5,I thought I would wait to make sure everything was working correctly before I commented. The microwave is the perfect fit for my kitchen. It works exactly as expected and I was surprised a dinner plate fits too. It takes up a corner of my counter but it's very sharp looking.  I've had many compliments. I am a very satisfied customer.,N,0
5,"It is a great microwave.  Had to replace the one that came with the house (same model) since my boyfriend burned the inside of it.  It is quick, quiet and I love all the features about it.  Easy to keep clean unless you date my boyfriend...then he will burn it one way or another so keep him out of the kitchen.",N,7
5,"It perfect for a studio or smaller kitchen. It fits a standard 10.5 inch IKEA dinner plate just fine with space to spare, but anything much larger would probably not fit.<br /><br />Power wise its fine (it takes 2:30 to 3:00 minutes to bring a mug of water to boil) and heats up my leftovers just fine. Clean design and stable carousel that rotates 360 degrees as it cooks. One reviewer complained about an unstable carousel, but I think they forgot to install the circular runner that provides support on the periphery of the carousel glass plate. The runner is taped to the inside packaging with the owners manual.",N,0
5,"This turntable is exactly like the one that came with the microwave.  The original cracked because my son dropped it, so found this one on Amazon and it works fine.",N,0
5,"Looks good, works well. Does the microwave thing. Venting is open at the top, though. Things can fall in. That's a strange design.",N,0
1,"After 17 months there was a popping sound, and electrical smell and it died. We just warmed food up in it. No serious cooking. It is a great size and convenient. Is it worth the price for a year and a half of service? It lost the high setting about 6 months ago but we didn't care too much. You might want to pass on this model.",N,0
5,What a great value!,N,0
4,"Seemed to work fine in the house but didn't get along with my RV inverter.  Returned.  Bigger than most 700 watt units,<br />.  Handle sticks out quite a bit so not a &#34;space saver&#34;.",N,1
1,"I feel like I made a big mistake buying this online, I would find a better brand and quality, then bigger one for even less buying it local. I paid over $100 shipping and it doesn't worth it, it's small and at the beginning it didn't heat. It's more or less now but not what I expected!",N,0
5,"No issues, I love the product!",N,1
4,"installed it for PEB7226SFSS, and it looked great. The only problem was the screws came with it, for mounting to the bracket,  were too short. I went to HD purchased longer screws and screwed in perfectly.",N,2
5,part is same as picture,N,0
4,"this is a unique microwave in style and performance.<br />it doesn't heat as high as most, but the size and shape is<br />what sold me.  it fits nicely into a corner of my counter.<br />i don't use a microwave for much other than reheating<br />things, so this for me is perfect.  it is a very basic microwave.<br />i really like that the light goes off after a bit if you leave the door open.",N,1
5,"This microwave has a very elegant design.  The engineers were able to minimize its footprint by putting most of its electronics on the bottom instead of on the side.  I would prefer green LEDs instead of blue, but mostly I'm happy that it fits on our counter and under the cabinets without taking up much space.",N,0
1,"I would never have bought this appliance if I had known the inlet cover (which seems like just a piece of cardboard) is just tacked on the inside of the microwave.  I've never seen that before.  It's not listed in the item description. I guess I didn't read enough of the product reviews.  While I do cover food in the microwave, it seems like it will get dirty and then damaged by things like butter from popcorn that will randomly leak out of the bag during popping.  Reviews for generic replacement inlet covers of this type say that they may catch fire due to food residue that is hard to clean off.",N,14
5,love it so far!,N,0
1,worked for 1/2 day.,N,0
4,"The small size and the unique design with the rounded back are what I love about this microwave. Unfortunately, the quality is just not great. The glass plate got a chip on it within the first week of using this. I've never had that happen to me ever before with any other microwave. The plastic layer over the buttons has bubbled up and looks really cheap. If these two things were fixed I would give this 5 stars because it's just a perfect size.",N,1
5,Excellent product. Saved our microwave!,N,0
5,Great item !!!!,N,0
4,a little noisy but works good.,N,0
4,"The Microwave works Great. I really like the fact that it has a little smaller outside dementions than similar Microwaves of this Power Rating. ONE COMPLAINT. They Offer 2 extra months of Warrenty Coverage, if you register Online Immediately. I did and They didn't give them to me. Also, the Coverage starts on the day of purchase not day of receipt from UPS (AMAZON). The additional Warranty I purchased from Assurant Solitions DOES Start on the day of receipt & is CHEAPER than The Warrranty from DANBY. I wonder WHY?",N,0
5,Product has not default but the weight is way too much for the size of the microwave. Easy to use. Could the weight has something to do with the power of the engine? Only the technicians will be able to say something about it. But will definitely recommend it to whoever is looking for good but affordable microwave. Outstanding for the prize.,N,0
5,Creates a perfect custom look.,N,0
5,"we have been using this microwave for a few weeks and so far are happy with our purchase. it was easy to install, looks nice, and is doing a fine job of heating up our food.  we have no concerns at this time.",n,1
5,yup.  works well for a small rental unit.,n,0
5,"Very much enjoying this range! I used to have double wall ovens and a Jenn Air cooktop with grill/griddle. We've downsized but this oven gives me most of the benefits that I had with that setup.<br /><br />The small oven is perfect for 95% of the needs for my wife and I, but I do expect the large oven will get a work-out at Thanksgiving when we have at least 7 for dinner. The Power Boil is terrific, and the grill/griddle is very handy and easy to clean.<br /><br />I debated quite a bit between this and the PGB950SEFSS. The main differences:<br /><br />* This model has a porcelain top surface, the 950 is stainless<br />* The 950 has a double-ring, 19,000 BTU boil burner - this has a single-ring 17,000 BTU<br />* The 950 has dual broiler burners, this has one broiler<br />* The 950 has a ball-bearing roller rack (I believe just one of the three) where this has all standard slide racks<br />* $700 MSRP price difference<br /><br />To be honest I prefer the porcelain top surface of this oven aesthetically, but that's definitely a matter of opinion. The other features just didn't add up to $700 for me. I did use the broiler for a small frittata and that worked fine, but I can see how the double broiler could provide more even heat on a larger dish. The Power Boil is excellent on this, I don't see 10% higher BTU making a tremendous difference.<br /><br />I also considered these other five-burner double-oven ranges: Frigidaire FGGF304DLF, KitchenAid HGRS505XSS, LG LDG3036ST, and Whirlpool WGG7550BS.  All have their benefits and drawbacks but the GE has the largest ovens and I got a good price through Amazon.",N,18
4,"I bought this to replace my decades year old GE microwave.  After reading all the reviews, this microwave convection was close to top with the added feature that it might actually work with the existing GE wall mount; it didn't.  Overall, this seems to be a nicely designed unit.  I am using convection cooking all the time now, or even starting with microwave and ending with convection to warm things I won't nuke.<br /><br />It seems to me that a proper review would be done a year from now, and not before the plaster has dried.",N,12
5,working well. good size and good price . I like this.,N,0
2,"UGH... I wished I had NOT purchased this microwave... the ONLY good things about it is the rounded back to fit nicely in the corner of my counter, the 30-second quick-start button, and having the light stay on while cooking... it's the weakest wattage microwave I've ever had... having to relearn how to do simple things that take 1 1/2 times the amount of time to cook... I miss the traditional power level buttons and being able to key in 15 minutes instead of pressing the start button 30 times.... I do NOT recommend this at all.",N,2
3,"Because I was stung by the fatal malfunction of the digital display on my 1 1/2 year old Samsung microwave, this time I opted for a semi-manual operating system.  It's a mixed blessing.  Hopefully, it will last longer, but it's cumbersome.  Want 10 seconds to melt butter?  Nope, 15 seconds only.  Want to use the timer?  You must press the button THREE times to activate it.  The convection cycle seems slow, but works. These are little things, and I'm hoping this microwave will carry me through at least 4-5 years of irritation.",N,12
5,Worked Perfectly!,N,0
5,Looks Good...Works Well,N,0
4,Just a little too small for me.,N,0
4,it lacks power but generally speaking it does the job,N,0
5,Excellent product. I recommend it,N,0
5,"Delivered in 2 days, a day ahead than promised. Good product, many features and easy to use.",N,0
1,"Came damaged, but did not see til after use. Hard to read, just not worth the money. Put in garage and went back to our $59 sams club microwave",N,1
1,"DIFFICULT to install, even with two people, mostly the taking down of the old greasy unit. Came with a BROKEN FAN and hence no exhaust. Whirlpool sending a repairman after a week with no microwave. Will he bring the correct parts and be able to fix it?? Impossible to return as box is not a box but styrofoam and cardboard on top and bottom with shrink wrap holding it all together. If you want one of these get it at Best Buy and save $50.00.  It's now a month since we installed the unit and the fan has been replaced (part had to be ordered). Turns out we could use the microwave without the fan. All arranged thru Whirlpool with local repairman fixing it in place.",N,1
2,Item had tarnished spots on it. Not what I expected for the price. Looks very cheap.,N,0
1,"Product just isn't built to last, when buying these types of appliances best to get something you can unplug and replace.  This product and company just do not hold up...Equipment brand new 5/27/13, installed Aug/13 stopped working 15 months later.",N,8
5,"Great microwave and very fancy, but it does get hot when you used it. I usually leave it open for a few minutes when I finished using it.",N,0
5,The item was fine. The price was great too compared other sellers.,N,1
5,I bought this for my brother and he said it is great.  Great price point and it works really well.,N,0
5,Very pleased with my purchase.,N,0
1,"Do not buy this ever. When door closes it automatically turns on and you are unable to start any kind of cooking options, very annoying. Only a 30 day return policy too.",N,2
5,"The Danby 1100w Microwave oven has proven to be the right purchase for my apartment. The unit is fairly compact given it's power rating, and because I have limited counter space size does matter to me! In my opinion the Danby is an excellent product (and made in America!).",N,1
4,I bought this for an easy to use microwave for my elderly parents. They love it and use it way too much now.,N,0
4,"Powerful for it's size, fits anywhere (especially above refrigerator).",N,0
5,Hard to beat for the price. Bought this for a temporary living situation and couldn't ask for more for the price. As an older person the only improvement would be larger buttons for the start/stop but that would add cost. Cooks fast and is an excellent choice.,N,2
1,"I have extensive experience in refinishing metals; it is difficult to get paint to adhere to aluminum.<br />I power-sanded the entire interior down to bare metal.<br />Contrary to the LABEL claims, THIS PAINT DOES NOT ADHERE TO BARE METAL!!<br />Once dried, it scrapes off with your fingernail.<br />Q: The factory paint failed despite having been primed so how could this paint work with No Primer??<br />A: IT CAN'T!<br />If I were to repeat this process, I'd have first primed it with a high-temp, self-etching automotive primer.<br />Maybe then there'd be a prayer of success...<br />Bottom Line: Unless you're willing to go thru the tedious process of properly preparing AND PRIMING, DON'T WASTE YOUR TIME OR MONEY ON THIS PRODUCT.<br />PS:  (2) Cans are required to adequately refinish the entire interior",N,9
5,Great product for the money.,N,0
5,"Looked large in the box, but fits nicely over the range.  Looks great and works great.  Has met all expectations and for a lot less than other microwaves for more.",N,0
5,Great price easy to use,N,0
4,Great for Dorm rooms,N,0
4,"This is a beautiful microwave that happens to match all our other appliances. I bought it to replace a Samsung that had burned out. It does an adequate job but the food, cooked for the same length of time is not as hot as with the Samsung. Each microwave had the same power but the Samsung was more powerful. I should add that it was also more expensive! The Whirlpool is a good buy!",N,2
1,Appliance was the right one to match my other appliances but did not work on power up. There is not a service tech that is backed by the company seller. So it had to be sent back. My money was refunded pronto but I would rather have the applince,N,4
5,"impressive for the price,works great. Quiet and powerful. opening the door is two handed sometimes but a good value.",N,1
5,Everything is good so far. The price was low and I didn't know the brand. But took a chance. I have had no problmns.,N,0
5,A very nice product! I especially like the night light.,N,1
5,"Great!  seems to be holding up just fine.  I sanded and cleaned the area as directed and put on several coats, allowing the paint to dry in between coats. I finished it off with a light sanding using extra fine sand paper. The color is slightly off, but otherwise it looks and feels like new.  I also have plenty left should I need to touch.",N,0
1,"We installed this microwave three months ago and it was working well until several days ago when we set the convection bake to heat at 375 degrees and after 15 minutes the device completely shutdown.  It has completely died.  I set up an evaluation and repair with GE (between 8 - 12 am) and by 11 30 am, they still hadn't showed up and I needed to leave for the office.  BTW, I had a similar experience when I scheduled a repair for my GE washer.  I will never by GE again!  After 3 months, to have problems with a brand new appliance is unacceptable.",N,14
